dataset,protocol,model,seed,control_mode,stress_config,stress_family,config_id,hidden_channels,num_layers,run_id,package_path,member,member_size,member_crc,member_sha256,f1,auprc,auroc,recall_at_1pct,precision_at_1pct,recall,precision,runtime_seconds,deduplication_note
elliptic,strict_inductive,gcn,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed3.json,4172,3921475347,75369f2cb20c8969801ad4b9a8b640496d09a12089eb836f37f0d85dc3e489d2,0.4448,0.4163,0.8638,0.1127,0.7305,0.5152,0.3913,10.871,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed4.json,4172,1985602488,acc02342921fb8a3d26becc46bac3a61bc811f81a7ea517eb97d6da2fc8ca44c,0.4225,0.4338,0.8603,0.1127,0.7305,0.5725,0.3348,10.728,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed5.json,4171,1461955221,d65044092b432821a290f91eb3ff2336ab70d2fba3a27024426ee1f9f7a367b1,0.4255,0.4288,0.8572,0.132,0.8563,0.4894,0.3764,10.815,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed6.json,4172,1846847553,a81c920ed0b88da59e2d92c5c7b568bf7e98ee0d1448d7cd6396d951488d0810,0.4301,0.3873,0.8585,0.1099,0.7126,0.5171,0.3682,10.782,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed7.json,4169,1574422308,a2b18549faebdb9fc64d881b8c10fdc045d33ba72831ed3f6bc879e169bebf6e,0.452,0.4458,0.865,0.133,0.8623,0.5106,0.4054,10.881,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed8.json,4172,2157544281,d2f6213a933e05e6efd72e2a4acc26274dcb1041ae85ebad0e8cd2ba9861bb70,0.4353,0.3937,0.8563,0.1136,0.7365,0.4922,0.3902,10.671,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed9.json,4170,4094274798,ab134763e67accfbaab1c844a257ce9bf16ee23d29fa9ee8ac97a26885e1792a,0.466,0.4688,0.8649,0.1274,0.8263,0.5346,0.413,10.861,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed10.json,4178,2176564308,2b75ea109ba1babc742b7a17bdc50258c19bffa35e17673c87b603eb45c2a61b,0.5112,0.5041,0.8792,0.1302,0.8443,0.5466,0.4801,10.732,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed1.json,4170,1744353054,6ecda42ca224a70e6b0bf1182312978f22eae7af5c5a27f028e3f517777999c8,0.4026,0.5909,0.8815,0.1385,0.8982,0.6934,0.2836,3.011,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed2.json,4167,2001142380,1ee32a55ec1e6f31968814ecbd6ff6246f23ceb702aa7fe02e6d5bdae402beb1,0.3928,0.5901,0.881,0.1385,0.8982,0.7027,0.2726,3.006,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed3.json,4170,3629062714,ec5acf2a11dea5c82228cd9315e4c413a64dd35c48ce45406b570c56c8bcb947,0.4036,0.5714,0.8736,0.1348,0.8743,0.6787,0.2872,3.08,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed4.json,4166,2761773891,f510a79f26035dc871f97e6bacd483ebdce584df6427c9d11cdf36d2ac6bfd2d,0.3998,0.5908,0.877,0.144,0.9341,0.6842,0.2824,3.05,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed5.json,4170,1821747138,c0424ac937f64aae9a9666232d960f0fb1f2304c24811568c414890721e83c0e,0.4121,0.5885,0.8787,0.1376,0.8922,0.6768,0.2963,3.129,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed6.json,4169,2575092113,f1ab847888f539c0dc8778ac5885ecf1c2be9c287a914aebc880dd5d708de3b4,0.4008,0.5826,0.8804,0.1385,0.8982,0.7045,0.2801,3.007,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed7.json,4170,843384339,9cff9687b809d183d094dd6e2e30f89502f3c01a198da783a9ac37f0611cb421,0.4018,0.5692,0.8749,0.133,0.8623,0.6833,0.2846,3.086,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed8.json,4169,3565087980,d0f0c6afc70057a97075903a41722e4c675d276fbeb31bbc341c05912a7acf40,0.4379,0.5982,0.8791,0.1404,0.9102,0.6704,0.3251,2.985,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed9.json,4167,368912845,087ccdd5828dbd32994c96e8609ef9613950b780d04582700af9a545493cdfb5,0.3971,0.577,0.8735,0.1413,0.9162,0.6824,0.28,3.112,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,mlp,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__mlp__none/elliptic__strict_inductive__mlp__seed10.json,4178,3925130119,efe7bcde8d3afea943962298bf9bcb18d8fec6965e9f05c92e466a8fe3fa8f81,0.4215,0.5898,0.8775,0.1367,0.8862,0.6796,0.3055,3.032,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed1.json,4205,1239911254,f91bcc57456d128cc7c2727c38e90c8b0f96f8fe8f1356ca2e5bd1025285d35f,0.4484,0.6328,0.8964,0.1533,0.994,0.6907,0.332,12.452,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed2.json,4206,4109519530,769dc2a20c557832463c9016c165c520b1fa3c62c8b054b7dfddf6bb3ec00a23,0.4546,0.584,0.8883,0.1524,0.988,0.6454,0.3509,12.373,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed3.json,4208,3853930870,cd8483258a181f4f8a42fe7986d3ffe6d3b2b88a35d74506af90f9bdd510db9f,0.4546,0.6237,0.8943,0.1533,0.994,0.6611,0.3464,13.811,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed4.json,4206,713288236,b9dbe00643dd4e001f2180e7fa87d9b3d93b15a2cc57f8ca1e921e249d73032e,0.4768,0.6153,0.8904,0.1533,0.994,0.65,0.3765,12.933,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed5.json,4206,3864878376,cd428011d3c3cf12107be4418b26c2f3da611f932c9f6bbfd44626b0cfb24cb5,0.4981,0.5556,0.874,0.1533,0.994,0.6196,0.4165,13.803,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed6.json,4206,2945633478,ac93c15030cd48772a3aa7334f8c95f26a66b00c622b791e031f1ad2b5f2f059,0.475,0.612,0.8807,0.1505,0.976,0.6713,0.3675,12.731,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed7.json,4205,583347136,1d084dda2cf31745198afd2fdd2e4e7592a10d9b16b1d9a4cd9392c7cf4fad35,0.4508,0.6187,0.8907,0.1542,1.0,0.6833,0.3364,13.536,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed8.json,4206,1543595890,0bb61c478942b8141feafbe4e9654f0bde475c1f3cfe4a088496583986ccec44,0.4528,0.5992,0.8843,0.1533,0.994,0.6574,0.3453,12.794,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed9.json,4207,1306290162,4c912da1a149dc627e844c69946d74705e34854eda2a1e9806c1a60378d1117b,0.4549,0.6132,0.8809,0.1524,0.988,0.6657,0.3455,13.616,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,sage,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/elliptic__strict_inductive__sage__seed10.json,4214,1431419052,e611353c7e533cf8577c48ec5f0dc00968df2f7f2de3c5933254e370113fa2d8,0.4778,0.6156,0.8923,0.1533,0.994,0.6565,0.3756,12.789,one of three metric-identical label copies retained; stress labels were not passed to harness
