dataset,protocol,model,seed,control_mode,stress_config,stress_family,config_id,hidden_channels,num_layers,run_id,package_path,member,member_size,member_crc,member_sha256,f1,auprc,auroc,recall_at_1pct,precision_at_1pct,recall,precision,runtime_seconds,deduplication_note
dgraphfin,strict_inductive,sage,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,64,2,RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_7_8_DUALGPU_V24,kaggleoutputs/v24/rb41_dgraphfin_full10_chunks/DOWNLOAD_ME_RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_7_8_DUALGPU_V24__seed_7.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/dgraphfin__strict_inductive__sage__seed7.json,4218,1721482773,eb546d3be7f281508241885cebe1ee7f1ad230e3471e52457546efbfdfe98179,0.0486,0.0205,0.7187,0.0145,0.0159,0.4933,0.0255,128.551,one of three metric-identical label copies retained; stress labels were not passed to harness
dgraphfin,strict_inductive,sage,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,64,2,RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_7_8_DUALGPU_V24,kaggleoutputs/v24/rb41_dgraphfin_full10_chunks/DOWNLOAD_ME_RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_7_8_DUALGPU_V24__seed_8.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/dgraphfin__strict_inductive__sage__seed8.json,4209,955504168,0d6f55ee618b32e8b9f8f5c34d6e682be84c20e193be15f86024812a07d3bdd1,0.0,0.0074,0.3271,0.0027,0.0029,0.0,0.0,129.399,one of three metric-identical label copies retained; stress labels were not passed to harness
dgraphfin,strict_inductive,sage,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,64,2,RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_9_10_DUALGPU_V24,kaggleoutputs/v24/rb41_dgraphfin_full10_chunks/DOWNLOAD_ME_RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_9_10_DUALGPU_V24__seed_9.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/dgraphfin__strict_inductive__sage__seed9.json,4223,1084033502,92c0a86a509477a4319a9d4ddc748e9ebb1e7d3b247fb5aaa242a634e59034f1,0.0566,0.023,0.7204,0.0263,0.0288,0.197,0.033,125.48,one of three metric-identical label copies retained; stress labels were not passed to harness
dgraphfin,strict_inductive,sage,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__graphsage__none,64,2,RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_9_10_DUALGPU_V24,kaggleoutputs/v24/rb41_dgraphfin_full10_chunks/DOWNLOAD_ME_RB41_DGRAPHFIN_TEMPORAL_SHIFT_STRESS_SEEDS_9_10_DUALGPU_V24__seed_10.zip,json/RB41__early_to_late_transfer__strict_inductive__graphsage__none/dgraphfin__strict_inductive__sage__seed10.json,4234,553533134,ee9350b096a30b0d59f362e2d70c24b8b12d9a74bbe0ce42278b6e1b75ffdf7d,0.0471,0.0238,0.7282,0.0215,0.0235,0.5309,0.0246,126.685,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed1.json,4190,885747882,9d830a8752375f64df96960fcc1319783c8269995e2a6cc4f6bc9dabb8a489d3,0.5042,0.5422,0.8632,0.1496,0.9701,0.5282,0.4823,10.601,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed2.json,4190,3498810905,a503091cae92f33cda0e5098d8270d3e9431dbae99b4aa5dfd15e42f4bb53920,0.4713,0.5224,0.8588,0.145,0.9401,0.5531,0.4106,10.635,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed3.json,4190,3234303485,20b23115803e259ad82bfd2380dfb8dd82b8d1fa126ed283cf44942f6fc0b9ef,0.4599,0.5255,0.8544,0.1496,0.9701,0.5291,0.4067,10.839,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed4.json,4189,1577282720,53581e1644ab7443a6c4c4f68d052c1d9046cda2dceec058976ee847dc22708a,0.4434,0.5488,0.8568,0.144,0.9341,0.5734,0.3615,10.741,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed5.json,4189,3690553683,89fc55e1e0d5585e20bc44d5be353efff9c21f45e3454d6290c0a8f41fc688c9,0.4663,0.5512,0.8562,0.1505,0.976,0.5309,0.4158,10.861,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed6.json,4191,2807044194,a73767eb680793737ee2b44eb3844f7368ac5e8523ea76b3841dcd2a6e8071a6,0.4521,0.5036,0.8517,0.1496,0.9701,0.5402,0.3887,10.713,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed7.json,4189,1474755362,bb12544988392e9bfc7cc23ce516d42ac3efff4400d3272b007bc6e4899f39e1,0.483,0.5385,0.8607,0.1496,0.9701,0.5439,0.4344,10.851,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed8.json,4191,1810360568,fa86e98b75d521330e20d861d78a916f3f976ee5b4660cc59a8fa6a6d7bca699,0.4679,0.5275,0.8556,0.1477,0.9581,0.5291,0.4195,10.722,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed9.json,4189,3904381666,3c66c2ed4032ee6272e62e6949d2067a6588b3057d5fcd928c5fa6334130ed75,0.4953,0.5625,0.8609,0.1496,0.9701,0.5586,0.4449,10.84,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,gcn,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__gcn__none/elliptic__inductive_isolated__gcn__seed10.json,4196,483566496,a94981046eb06c6cdf8db95cc9a1bc19a26e86edeff68de764212bccaa7af263,0.537,0.5951,0.8709,0.1496,0.9701,0.5633,0.513,10.732,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed1.json,4188,561301590,52e6d9fa2a48e17b2011dad510718488a10c58862e17002e7e8d7c9dbedfe1e6,0.4026,0.5909,0.8815,0.1385,0.8982,0.6934,0.2836,2.98,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed2.json,4186,1138692772,27f94dbaffbc0eac4b03e60d908a78d4575e25161da5cd7963b0f879ae37813f,0.3928,0.5901,0.881,0.1385,0.8982,0.7027,0.2726,2.931,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed3.json,4190,3261735286,7e32e56cd85a277c93e29dfcd337dcb1c03bbb7c8ff024a7e948b6a5ac3f7d44,0.4036,0.5714,0.8736,0.1348,0.8743,0.6787,0.2872,3.042,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed4.json,4186,3166402133,3ca738e750697dc2e566a20b196d6ecdc35d9671ca01c83a952dce19b0d0684f,0.3998,0.5908,0.877,0.144,0.9341,0.6842,0.2824,3.026,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed5.json,4189,855145740,fdb8b90f5dc95fc23ebb08033aa48cc2e2897eeed16a0b83cbdb5839649a2e6e,0.4121,0.5885,0.8787,0.1376,0.8922,0.6768,0.2963,3.146,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed6.json,4188,2381787787,8b411c8a0cbb535c348bbcf91ef6535046d70fe84e7f73dba37ae58e9500e984,0.4008,0.5826,0.8804,0.1385,0.8982,0.7045,0.2801,3.024,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed7.json,4189,274508560,5efaac3073d9b0bce20f70b8b62bcc8592f616496b3b3c92864d0562034a781d,0.4018,0.5692,0.8749,0.133,0.8623,0.6833,0.2846,3.206,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed8.json,4188,2090840737,b5b267187e7ea6ca686875984439217ed9e9544e8febdbe0b16c525179dfafd3,0.4379,0.5982,0.8791,0.1404,0.9102,0.6704,0.3251,3.054,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed9.json,4186,702246393,b403025cd9cd5e055f000eeafa998a411ba336247a656cfa3944bbf68a9abd47,0.3971,0.577,0.8735,0.1413,0.9162,0.6824,0.28,3.059,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,mlp,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__mlp__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__mlp__none/elliptic__inductive_isolated__mlp__seed10.json,4197,1560719984,89e5efca0135a38a0df76981e1ecb35c492d55d0acb45754cad32bcb5c424b7a,0.4215,0.5898,0.8775,0.1367,0.8862,0.6796,0.3055,3.084,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed1.json,4225,751473235,18be79e6f0e14cfa1d5329fecd6c5a629b510937297af1b9691f7945071a8acb,0.4578,0.5661,0.8874,0.133,0.8623,0.6768,0.3459,12.759,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed2.json,4227,3570329119,326fedc3b1cae5b0e83de6a73d0ffc05e6377c6362ffaed7c69aefb7be5ca7e1,0.4602,0.4598,0.872,0.1034,0.6707,0.6159,0.3673,12.459,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,3,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed3.json,4226,2140888746,c919683786d322f6a6a03a01207b10d0f7441f552f7ba9eb92e17ee9a051245b,0.459,0.5547,0.885,0.1413,0.9162,0.6334,0.3599,13.489,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,4,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed4.json,4228,2017242411,c91ef7ccefa4565c735e0be4c802988f5d35ea6fd212a60f8583c58cc21a34e3,0.4836,0.4885,0.8751,0.1302,0.8443,0.6205,0.3962,12.914,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,5,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed5.json,4227,2619120415,51c9ee17c49d1e0fcb9605f1f69c65f462fbdc665730a61b0b72582d1724575d,0.5008,0.4622,0.8652,0.1071,0.6946,0.6094,0.425,13.722,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,6,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed6.json,4227,1855414086,f8419e21f2ebb5ee3331fef38f3928becfeabef5066fb1f6a849848cf124a79e,0.4808,0.4876,0.8649,0.1182,0.7665,0.6371,0.3861,12.67,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,7,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed7.json,4228,1042584841,730b502561febf2ae9cde912296d46496fd38274e7011cd1cae97328e9b0ab47,0.4538,0.5063,0.8731,0.1293,0.8383,0.6547,0.3472,13.628,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,8,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed8.json,4228,830376797,04013a4c91d6d45d082e68113a89e0e2ce640ed662395fab2dd79a77b34e03b9,0.4653,0.4697,0.8682,0.1173,0.7605,0.6223,0.3716,12.803,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,9,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed9.json,4224,2109398563,3c94207d0211f9f805ae628999868301f0838f71e0abc7d38c8ea907e2fb4635,0.4614,0.51,0.8675,0.1293,0.8383,0.6371,0.3616,13.51,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,inductive_isolated,sage,10,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__inductive_isolated__graphsage__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__inductive_isolated__graphsage__none/elliptic__inductive_isolated__sage__seed10.json,4234,3034449855,d96716f33a25d5312345bacfc68d060191230edbe1072f9fc10f1b48b2bcd7f3,0.4766,0.4733,0.8721,0.132,0.8563,0.6066,0.3925,12.754,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,1,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed1.json,4171,3198160484,4395121d09d0793e8bcf0a23501333b9442b1265f02a7fea9f1493aa7b9c39b2,0.4587,0.4223,0.8623,0.1154,0.7485,0.4792,0.4398,10.604,one of three metric-identical label copies retained; stress labels were not passed to harness
elliptic,strict_inductive,gcn,2,none,deduplicated_v24_rerun_contract,RB41,RB41__early_to_late_transfer__strict_inductive__gcn__none,128,2,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24,kaggleoutputs/v24/rb41_elliptic_full10/DOWNLOAD_ME_RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24.zip,json/RB41__early_to_late_transfer__strict_inductive__gcn__none/elliptic__strict_inductive__gcn__seed2.json,4171,2014394219,fb91790f5f5fd1568a0aaf02e418f809b176c26167da1d873a7a53d90ec9b58c,0.4445,0.4176,0.8633,0.109,0.7066,0.5346,0.3804,10.572,one of three metric-identical label copies retained; stress labels were not passed to harness
