variant,size,regime,protocol,config,status,n,auprc_mean,auprc_std,normalized_auprc_mean,auroc_mean,f1_mean,runtime_seconds_mean,runtime_seconds_min,runtime_seconds_max,source_paths,pareto_auprc_runtime_within_cell,config_label,runtime_interval_low,runtime_interval_high,auprc_sd_low,auprc_sd_high,protocol_label
li-small,small,li,early_to_late_transfer,edge_aware_graphsage_h64_shuffled_edge_features,MEASURED_FULL10,10,0.0019921154135309,0.0006927192424281,3.1019880200283065,0.7479867742279371,0.0040497188295254,46.621199999999995,45.325,48.01,results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed9_early_to_late_transfer.json,False,Shuffle,45.325,48.01,0.0012993961711028,0.0026848346559590003,early-to-late
li-small,small,li,early_to_late_transfer,gine_light_h64,MEASURED_FULL10,10,0.0097358148774835,0.0021409702804549,15.159955547775116,0.8446379971154199,0.0042624172223352,494.7584000000001,494.138,495.511,results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed9_early_to_late_transfer.json,True,GINE,494.138,495.511,0.0075948445970286,0.0118767851579384,early-to-late
li-small,small,li,early_to_late_transfer,recent_window_only_graph,MEASURED_FULL10,10,0.0022541233864548,0.0007618502132092,3.5099691980471475,0.7897966361858118,0.0054967866690721,27.3904,24.045,28.357,results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed9_early_to_late_transfer.json,True,Recent,24.045,28.357,0.0014922731732455998,0.003015973599664,early-to-late
li-small,small,li,late_window_holdout,degree_capped_bipartite,MEASURED_FULL10,10,0.0047867864745803,0.0032368922962705,7.166259219312072,0.8479737829332601,0.0086363562824521,53.4447,52.433,58.485,results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed9_late_window_holdout.json,True,Degree cap,52.433,58.485,0.0015498941783097997,0.0080236787708508,late holdout
li-small,small,li,late_window_holdout,edge_aware_graphsage_h64,MEASURED_FULL10,10,0.0056795210448865,0.0019245224485599,8.502764906128991,0.8775987388813065,0.0066531869609455,65.92009999999999,59.339,73.657,results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed10_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed1_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed2_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed3_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed4_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed5_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed6_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed7_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed8_late_window_holdout.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed9_late_window_holdout.json,True,Ref,59.339,73.657,0.0037549985963266,0.0076040434934464,late holdout
li-small,small,li,late_window_holdout,edge_aware_graphsage_h64_degree_only,MEASURED_FULL10,10,0.0021781446721251,0.0006671426125089,3.2608827280061163,0.7689332890006386,0.0040272222706314,59.71169999999999,58.138,63.368,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_late_window_holdout.json,False,Degree,58.138,63.368,0.0015110020596162,0.0028452872846339997,late holdout
li-small,small,li,late_window_holdout,edge_aware_graphsage_h64_no_edge_features,MEASURED_FULL10,10,0.0028300138205038,0.0012545477278582,4.236790744618305,0.7721717486094035,0.0042426064400106,58.44069999999999,57.06,67.262,results/v28_imported/imported_json/V28_li-small_no_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed9_late_window_holdout.json,False,No edge,57.06,67.262,0.0015754660926456,0.004084561548362,late holdout
li-small,small,li,late_window_holdout,edge_aware_graphsage_h64_shuffled_edge_features,MEASURED_FULL10,10,0.0032486019506392,0.0011706148728076,4.863455640286255,0.7609637226339598,0.0046650703820388,58.05800000000001,57.177,62.377,results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_shuffled_edge_features_seed9_late_window_holdout.json,False,Shuffle,57.177,62.377,0.0020779870778316,0.0044192168234468004,late holdout
li-small,small,li,late_window_holdout,gine_light_h64,MEASURED_FULL10,10,0.0106040439902966,0.0025332605640076,15.875228279138032,0.8596405831643759,0.0047021206966113,675.3215,671.214,676.827,results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_gine_light_h64_seed9_late_window_holdout.json,True,GINE,671.214,676.827,0.008070783426289,0.0131373045543042,late holdout
li-small,small,li,late_window_holdout,recent_window_only_graph,MEASURED_FULL10,10,0.0026797033419541,0.0012021451236146,4.011762145915137,0.8018962170052211,0.0054358601331564,35.3382,34.205,38.356,results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-small_recent_window_only_graph_seed9_late_window_holdout.json,True,Recent,34.205,38.356,0.0014775582183394998,0.0038818484655687,late holdout
