variant,size,regime,protocol,config,status,n,auprc_mean,auprc_std,normalized_auprc_mean,auroc_mean,f1_mean,runtime_seconds_mean,runtime_seconds_min,runtime_seconds_max,source_paths,pareto_auprc_runtime_within_cell,config_label,runtime_interval_low,runtime_interval_high,auprc_sd_low,auprc_sd_high,protocol_label
hi-small,small,hi,late_window_holdout,degree_capped_bipartite,MEASURED_FULL10,10,0.0257381864531043,0.0199772431496924,14.547288868468565,0.8867014862207638,0.0266498379743455,39.0615,38.093,44.099,results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed9_late_window_holdout.json,True,Degree cap,38.093,44.099,0.005760943303411901,0.0457154296027967,late holdout
hi-small,small,hi,late_window_holdout,edge_aware_graphsage_h64,MEASURED_FULL10,10,0.0109995242839073,0.0042040110145922,6.2169592820878545,0.8405430928108519,0.0160155281300478,47.2068,43.927,51.655,results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed10_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed1_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed2_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed3_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed4_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed5_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed6_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed7_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed8_late_window_holdout.json;results/v27_imported/imported_json/V27_hi-small_edge_aware_graphsage_h64_seed9_late_window_holdout.json,False,Ref,43.927,51.655,0.0067955132693151,0.0152035352984995,late holdout
hi-small,small,hi,late_window_holdout,edge_aware_graphsage_h64_degree_only,MEASURED_FULL10,10,0.0062417365050768,0.004408890018741,3.5278454504033916,0.7196720931424038,0.0104962348465418,44.5231,42.862,49.808,results/v28_imported/imported_json/V28_hi-small_degree_only_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed9_late_window_holdout.json,False,Degree,42.862,49.808,0.0018328464863358006,0.0106506265238178,late holdout
hi-small,small,hi,late_window_holdout,edge_aware_graphsage_h64_no_edge_features,MEASURED_FULL10,10,0.0105205340625766,0.0064382392750844,5.946232782862072,0.7140236580558499,0.0122869687179123,48.70130000000001,46.601,58.46,results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed9_late_window_holdout.json,False,No edge,46.601,58.46,0.0040822947874922,0.016958773337661,late holdout
hi-small,small,hi,late_window_holdout,edge_aware_graphsage_h64_shuffled_edge_features,MEASURED_FULL10,10,0.0075222986469498,0.0058545006072379,4.251622451001086,0.6981000054720055,0.0113889320433408,50.1206,41.809,60.522,results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed9_late_window_holdout.json,False,Shuffle,41.809,60.522,0.0016677980397119003,0.0133767992541877,late holdout
hi-small,small,hi,late_window_holdout,gine_light_h64,MEASURED_FULL10,10,0.0312540936048264,0.0059463720219961,17.664893710361977,0.8759438493261543,0.0139941688888137,363.3208,358.567,365.084,results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed9_late_window_holdout.json,True,GINE,358.567,365.084,0.0253077215828303,0.0372004656268225,late holdout
hi-small,small,hi,late_window_holdout,recent_window_only_graph,MEASURED_FULL10,10,0.0068233887255274,0.0014968996235442,3.856596774328188,0.8015224190112665,0.0130226277845051,29.6926,23.544,35.693,results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed9_late_window_holdout.json,True,Recent,23.544,35.693,0.0053264891019832,0.0083202883490716,late holdout
li-medium,medium,li,early_to_late_transfer,degree_capped_bipartite,MEASURED_FULL10,10,0.0031594963615218,0.0016833925558059,5.493635824396841,0.8621447967532945,0.0074999116891694,211.0839,199.161,220.27,results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed9_early_to_late_transfer.json,False,Degree cap,199.161,220.27,0.0014761038057159,0.0048428889173277,early-to-late
li-medium,medium,li,early_to_late_transfer,edge_aware_graphsage_h64,MEASURED_FULL10,10,0.0102998427480536,0.0028516644425155,17.90905215004191,0.8792822324060616,0.0034560734008245,249.242,227.932,292.303,results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed10_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed1_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed2_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed3_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed4_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed5_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed6_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed7_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed8_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed9_early_to_late_transfer.json,True,Ref,227.932,292.303,0.0074481783055381,0.0131515071905691,early-to-late
li-medium,medium,li,early_to_late_transfer,edge_aware_graphsage_h64_degree_only,MEASURED_FULL10,10,0.0056794134049129,0.0013470514486186,9.875190654678068,0.7994589951803415,0.0024143079535295,253.3042,234.684,280.375,results/v28_imported/imported_json/V28_li-medium_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed9_early_to_late_transfer.json,False,Degree,234.684,280.375,0.0043323619562943005,0.0070264648535315,early-to-late
li-medium,medium,li,early_to_late_transfer,edge_aware_graphsage_h64_no_edge_features,MEASURED_FULL10,10,0.0051539005454661,0.0015766905030218,8.961444936848626,0.7911249504429299,0.0027584470590857,243.6608,230.668,256.328,results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed9_early_to_late_transfer.json,False,No edge,230.668,256.328,0.0035772100424442997,0.0067305910484879,early-to-late
li-medium,medium,li,early_to_late_transfer,edge_aware_graphsage_h64_shuffled_edge_features,MEASURED_FULL10,10,0.0055140824865432,0.0015218097165394,9.587718300825138,0.7880457388478789,0.0023604448398572,246.02659999999997,228.175,271.796,results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed9_early_to_late_transfer.json,False,Shuffle,228.175,271.796,0.0039922727700038,0.0070358922030825995,early-to-late
li-medium,medium,li,early_to_late_transfer,recent_window_only_graph,MEASURED_FULL10,10,0.0065712264196045,0.0015166356668229,11.425847900509844,0.9104569348877064,0.0041809294708759,129.07120000000003,118.313,136.708,results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed9_early_to_late_transfer.json,True,Recent,118.313,136.708,0.0050545907527816,0.0080878620864274,early-to-late
li-medium,medium,li,late_window_holdout,degree_capped_bipartite,MEASURED_FULL10,10,0.0025621403206632,0.0001111487106738,4.233184763367836,0.8859601461546456,0.0066850541929907,251.89440000000005,239.836,266.79,results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_capped_bipartite_seed9_late_window_holdout.json,False,Degree cap,239.836,266.79,0.0024509916099894,0.002673289031337,late holdout
li-medium,medium,li,late_window_holdout,edge_aware_graphsage_h64,MEASURED_FULL10,10,0.0110537043886891,0.0031972675488845,18.26300168636287,0.8664995543409933,0.0051952617236135,300.6709,275.821,355.815,results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed10_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed1_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed2_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed3_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed4_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed5_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed6_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed7_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed8_late_window_holdout.json;results/v27_imported/imported_json/V27_li-medium_edge_aware_graphsage_h64_seed9_late_window_holdout.json,True,Ref,275.821,355.815,0.007856436839804599,0.0142509719375736,late holdout
li-medium,medium,li,late_window_holdout,edge_aware_graphsage_h64_degree_only,MEASURED_FULL10,10,0.007781624965046,0.0008603765623931,12.856850958010137,0.8225186690162669,0.0026553055351202,303.1348,279.244,332.785,results/v28_imported/imported_json/V28_li-medium_degree_only_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_degree_only_seed9_late_window_holdout.json,False,Degree,279.244,332.785,0.006921248402652899,0.0086420015274391,late holdout
li-medium,medium,li,late_window_holdout,edge_aware_graphsage_h64_no_edge_features,MEASURED_FULL10,10,0.0060002826551999,0.0010917980931243,9.91370570418933,0.8167614793188669,0.0025880048029732,294.95439999999996,274.769,306.679,results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_no_edge_features_seed9_late_window_holdout.json,False,No edge,274.769,306.679,0.004908484562075601,0.0070920807483242,late holdout
li-medium,medium,li,late_window_holdout,edge_aware_graphsage_h64_shuffled_edge_features,MEASURED_FULL10,10,0.0063430523692569,0.001261438044301,10.480032036587314,0.7987819067067792,0.0033589795152021,294.60510000000005,273.611,316.557,results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_shuffled_edge_features_seed9_late_window_holdout.json,False,Shuffle,273.611,316.557,0.005081614324955901,0.0076044904135579,late holdout
li-medium,medium,li,late_window_holdout,recent_window_only_graph,MEASURED_FULL10,10,0.0066053150082279,0.0006847886451534,10.91334406026498,0.907343776439053,0.0045588326510544,156.27960000000002,142.819,168.16,results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_li-medium_recent_window_only_graph_seed9_late_window_holdout.json,True,Recent,142.819,168.16,0.0059205263630745,0.0072901036533813,late holdout
li-medium,medium,li,both planned protocols,gine_light_h64,RESOURCE_BLOCKED_T4_CUDA_OOM,0,,,,,,,,,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,False,GINE,,,,,both planned protocols
li-small,small,li,early_to_late_transfer,degree_capped_bipartite,MEASURED_FULL10,10,0.003886901717865,0.0037795181336158,6.0524217030547565,0.8666519263405504,0.0079215405743942,42.7898,42.353,43.878,results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_capped_bipartite_seed9_early_to_late_transfer.json,True,Degree cap,42.353,43.878,0.00010738358424920019,0.0076664198514808,early-to-late
li-small,small,li,early_to_late_transfer,edge_aware_graphsage_h64,MEASURED_FULL10,10,0.0031507328626382,0.0017001332510542,4.906109117889884,0.847469332066838,0.0054313828596326,50.8394,47.526,55.362,results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed10_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed1_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed2_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed3_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed4_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed5_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed6_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed7_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed8_early_to_late_transfer.json;results/v27_imported/imported_json/V27_li-small_edge_aware_graphsage_h64_seed9_early_to_late_transfer.json,False,Ref,47.526,55.362,0.001450599611584,0.0048508661136924,early-to-late
li-small,small,li,early_to_late_transfer,edge_aware_graphsage_h64_degree_only,MEASURED_FULL10,10,0.0016770097426438,0.0003836493402924,2.611326681083974,0.751626215037399,0.0038069651190247,48.7641,46.56,49.66,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,False,Degree,46.56,49.66,0.0012933604023514,0.0020606590829362,early-to-late
li-small,small,li,early_to_late_transfer,edge_aware_graphsage_h64_no_edge_features,MEASURED_FULL10,10,0.0021696757668138,0.0009583486407196,3.3784730494469195,0.748867005294904,0.0045758485816996,46.5015,45.766,48.258,results/v28_imported/imported_json/V28_li-small_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed9_early_to_late_transfer.json,False,No edge,45.766,48.258,0.0012113271260942,0.0031280244075334003,early-to-late
