dataset,protocol,split_name,model,seed,early_stopping_metric,early_stopping_split,scaler_mode,graph_mode,train_nodes,val_nodes,test_nodes,positives_train,positives_val,positives_test,f1,precision,recall,auroc,auprc,precision_at_100,recall_at_100,precision_at_500,recall_at_500,precision_at_1000,recall_at_1000,precision_at_1pct,recall_at_1pct,runtime_seconds,command,git_commit,artifact_created_at_utc
elliptic,inductive_isolated,t1-30_val31-34_test35-49,mlp,10,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.4869,0.41,0.5993,0.8764,0.4769,0.86,0.0794,0.654,0.3019,0.531,0.4903,0.8263,0.1274,9.737,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:06:06.393142+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,1,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.4879,0.4837,0.4922,0.8597,0.4097,0.66,0.0609,0.512,0.2364,0.509,0.47,0.6108,0.0942,40.453,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:09:32.368473+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,2,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5484,0.5671,0.5309,0.8668,0.5094,0.88,0.0813,0.696,0.3213,0.569,0.5254,0.7605,0.1173,40.339,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:09:26.800845+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,3,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5584,0.5564,0.5605,0.872,0.5195,0.87,0.0803,0.71,0.3278,0.585,0.5402,0.7605,0.1173,40.599,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:10:22.981050+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,4,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5519,0.5673,0.5374,0.8714,0.5231,0.92,0.0849,0.704,0.325,0.574,0.53,0.8084,0.1247,39.919,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:10:16.780124+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,5,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5026,0.5252,0.482,0.8573,0.4394,0.76,0.0702,0.554,0.2558,0.523,0.4829,0.6467,0.0997,40.44,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:11:13.548234+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,6,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5454,0.5556,0.5355,0.8695,0.4791,0.82,0.0757,0.626,0.289,0.565,0.5217,0.7126,0.1099,40.059,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:11:06.891998+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,7,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.537,0.5227,0.5522,0.8597,0.4832,0.84,0.0776,0.64,0.2955,0.559,0.5162,0.7246,0.1117,40.555,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:12:04.516342+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,8,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.5225,0.5262,0.5189,0.8622,0.4302,0.62,0.0572,0.54,0.2493,0.536,0.4949,0.5928,0.0914,40.261,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:11:57.444101+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,9,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.564,0.5666,0.5614,0.8808,0.523,0.88,0.0813,0.702,0.3241,0.584,0.5392,0.7545,0.1163,40.552,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:12:55.177352+00:00
elliptic,inductive_isolated,t1-30_val31-34_test35-49,sage,10,val_f1,validation,train_only,inductive_isolated_eval,26905,2989,16670,2954,508,1083,0.528,0.5335,0.5226,0.8743,0.4803,0.86,0.0794,0.632,0.2918,0.548,0.506,0.7365,0.1136,40.258,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:12:47.876159+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,1,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.5077,0.4873,0.53,0.8753,0.4817,0.76,0.0702,0.678,0.313,0.533,0.4922,0.8084,0.1247,19.658,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:58:09.771672+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,2,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.5219,0.5258,0.518,0.8742,0.4931,0.71,0.0656,0.716,0.3306,0.549,0.5069,0.7904,0.1219,19.565,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:58:09.306609+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,3,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4801,0.4474,0.518,0.8668,0.4323,0.71,0.0656,0.616,0.2844,0.491,0.4534,0.7425,0.1145,19.701,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:58:40.479592+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,4,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.5013,0.4778,0.5272,0.8708,0.4511,0.73,0.0674,0.638,0.2946,0.511,0.4718,0.7605,0.1173,19.538,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:58:39.864545+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,5,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4993,0.486,0.5134,0.8741,0.4692,0.79,0.0729,0.66,0.3047,0.517,0.4774,0.7964,0.1228,19.828,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:59:11.493564+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,6,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.49,0.4648,0.518,0.8754,0.4787,0.79,0.0729,0.674,0.3112,0.509,0.47,0.8323,0.1283,19.569,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:59:10.463932+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,7,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4809,0.4364,0.5355,0.8676,0.449,0.73,0.0674,0.628,0.2899,0.501,0.4626,0.7784,0.12,19.991,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:59:42.310311+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,8,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4936,0.4591,0.5337,0.8681,0.4371,0.77,0.0711,0.6,0.277,0.501,0.4626,0.7425,0.1145,19.64,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:59:41.203119+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,9,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4958,0.4777,0.5152,0.8742,0.4655,0.83,0.0766,0.646,0.2982,0.511,0.4718,0.7904,0.1219,19.998,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:00:12.228164+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,gcn,10,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.5226,0.5321,0.5134,0.8763,0.5087,0.79,0.0729,0.736,0.3398,0.544,0.5023,0.8323,0.1283,19.686,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:00:11.952031+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,1,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4881,0.4014,0.6223,0.8775,0.4671,0.75,0.0693,0.664,0.3066,0.553,0.5106,0.7305,0.1127,9.438,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:18.378459+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,2,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4691,0.3774,0.6196,0.8741,0.4866,0.86,0.0794,0.674,0.3112,0.546,0.5042,0.8144,0.1256,9.34,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:18.358655+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,3,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4667,0.3763,0.614,0.8823,0.5053,0.86,0.0794,0.706,0.3259,0.562,0.5189,0.8563,0.132,9.043,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:38.777647+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,4,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4567,0.3652,0.6094,0.8669,0.4148,0.66,0.0609,0.568,0.2622,0.531,0.4903,0.6168,0.0951,9.024,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:38.530880+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,5,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4745,0.3916,0.602,0.8711,0.4213,0.63,0.0582,0.572,0.2641,0.527,0.4866,0.6048,0.0933,9.114,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:58.793498+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,6,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4717,0.3855,0.6076,0.8723,0.4213,0.73,0.0674,0.556,0.2567,0.527,0.4866,0.6347,0.0979,9.064,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:56:58.504434+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,7,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.466,0.3802,0.602,0.8717,0.4375,0.76,0.0702,0.576,0.2659,0.54,0.4986,0.6707,0.1034,9.19,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:57:18.811431+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,8,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4945,0.432,0.578,0.8733,0.4252,0.68,0.0628,0.576,0.2659,0.537,0.4958,0.6347,0.0979,9.114,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:57:18.815213+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,9,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4977,0.4083,0.6371,0.8802,0.4656,0.78,0.072,0.628,0.2899,0.54,0.4986,0.7425,0.1145,9.255,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:57:38.982218+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,mlp,10,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.4869,0.41,0.5993,0.8764,0.4769,0.86,0.0794,0.654,0.3019,0.531,0.4903,0.8263,0.1274,9.15,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T06:57:38.806174+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,sage,1,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.56,0.5278,0.5965,0.8811,0.568,0.99,0.0914,0.776,0.3583,0.588,0.5429,0.9461,0.1459,40.391,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:01:03.040406+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,sage,2,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.5972,0.5747,0.6214,0.8873,0.6405,1.0,0.0923,0.854,0.3943,0.639,0.59,1.0,0.1542,39.104,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:01:02.034302+00:00
elliptic,strict_inductive,t1-30_val31-34_test35-49,sage,3,val_f1,validation,train_only,inductive_subgraph,26905,2989,16670,2954,508,1083,0.6015,0.6009,0.602,0.8875,0.6447,0.99,0.0914,0.876,0.4044,0.636,0.5873,0.994,0.1533,40.623,"/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets elliptic --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 256 --num-layers 3 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions",tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,2026-06-21T07:01:54.287133+00:00
