binding_id,scenario_id,base_coordinate_id,protocol,expert,seed,role,permitted_splits,evaluation_split,label_access,resource_mask,review_budget,status
binding-48e67ddb003dad67ad00ac57,scenario-ad31926c0a7dfcf08b4bbef8,d1c492ef1e2f790358d91e5eee6cf2fc989cfbb7b18c01043486c4ca67989e57,strict_inductive,graphsage,8,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-384920f7d7e7bb9f36372bbf,scenario-ad31926c0a7dfcf08b4bbef8,6e9af7eb01976836967169ec25229405f1f9b6b8ef36f157eba22aaf53b108d3,isolated_inductive,feature_mlp,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-6a952405b2f2364098f58edd,scenario-ad31926c0a7dfcf08b4bbef8,ca1436c560eb08fa7947b3d74fcc112a2f7332f1103cd41b8ca720c4fbed3ce6,isolated_inductive,gcn,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-31ffe4fa6994853aeb0a785b,scenario-ad31926c0a7dfcf08b4bbef8,e69f98f51516ca8fdad5d8c15ab11e78a9fb9dda3cf79de5de2d75731d7f66c4,isolated_inductive,graphsage,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-727d81a13cc42166798c53f3,scenario-ad31926c0a7dfcf08b4bbef8,6c042a089f9de7d72d5691297b087e825f16ccf51baa3b356a53ded8c7011a91,transductive_structure,feature_mlp,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-c9d635fc097a0ba233470881,scenario-ad31926c0a7dfcf08b4bbef8,0016f344ece91d9e648acaa575622bfb45bc255566fb770fae5eea3e250b027d,transductive_structure,gcn,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-2e73a43250e4906a172928c6,scenario-ad31926c0a7dfcf08b4bbef8,5368ff45da484caab02c506ab5fc6a4344d357a3d9307634cb508ed021f62494,transductive_structure,graphsage,8,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-aac6d18ee4fef2302ebbcd1d,scenario-947e815f03f380574a0890d7,5fe7faaab6618fa32997e15b6bd7a509889f900a179fe7e3fd83e6fbee08b8ba,strict_inductive,feature_mlp,9,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-18fce3d02ddbb81db8967bb6,scenario-947e815f03f380574a0890d7,ae877be5e5b6d88ad3d62199c42da2937488dd90249291ae2594f08f16669110,strict_inductive,gcn,9,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-b49c83f8e4e4646228056b3b,scenario-947e815f03f380574a0890d7,afcb1208b7c479fed43e427241538e5b057ca2991aa495980f3366a6a2be448d,strict_inductive,graphsage,9,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-22bee205b04dd590acb7bfb5,scenario-947e815f03f380574a0890d7,b76db7cec17279d247e8ea5ae4723a9a644e92d95cc99c6bee284aefd4d9dcd8,isolated_inductive,feature_mlp,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-d87f1541450a03918cad183e,scenario-947e815f03f380574a0890d7,d0acde552bde3a867bfd77068cdb13a235bbe2eb3bedf2c91f4ff806ba16434a,isolated_inductive,gcn,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-2e5e84197472d91af757d09f,scenario-947e815f03f380574a0890d7,60da44482946090779f942dc8f2420923fc0b0afc1139039f4ada8192d1ffcb8,isolated_inductive,graphsage,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-09aa6ccf77a4b7c930f064a0,scenario-947e815f03f380574a0890d7,e8f586c6ed4c6a4286e487115bd38da7e5631a7182efb048b6c95979486ba224,transductive_structure,feature_mlp,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-80baf73e3f2a70e171457ef0,scenario-947e815f03f380574a0890d7,24464229a4176e9a6273df0f0b3e5b77a3cf185b65deef6c802b011ed74ede5f,transductive_structure,gcn,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-018d35eac411cf2481633626,scenario-947e815f03f380574a0890d7,4cf2f2784aa7d1fa80baa2065128044621d7f6dbf1f1f9066e4bd8989d99694a,transductive_structure,graphsage,9,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-a360bdc39b84046051bdfd52,scenario-fa5f47c1f82b36e961e0d1e8,7d1ebd9c2ae7bec283a826f45e454da28cff3912c9be7481f45bf8b8d5ac1185,strict_inductive,feature_mlp,10,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-36ba297891ab1e6e3e0d3d95,scenario-fa5f47c1f82b36e961e0d1e8,4d0b3888c2018b5838836daaaf78327d89ae67b33da6f88f1ae4d09dd6c73e09,strict_inductive,gcn,10,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-7b89a12720e9204d9b27ceb7,scenario-fa5f47c1f82b36e961e0d1e8,a71655a9a9d6f98a90c218ab9d52f9492753a3c397a68288ed929cd2d16dca3d,strict_inductive,graphsage,10,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-e39734e819880c29a42c40f0,scenario-fa5f47c1f82b36e961e0d1e8,bb50acba9e26ad852938e16192b27ead0a9b2a064e1fd9bfda108bc39f0048cd,isolated_inductive,feature_mlp,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-12bbc5eca89c95759ec35a05,scenario-fa5f47c1f82b36e961e0d1e8,ee4833898e118c8e67ca508e7b6d1f134aa4a81019071e54795602d469ab3ea5,isolated_inductive,gcn,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-296271f404ad176b34c0acc1,scenario-fa5f47c1f82b36e961e0d1e8,4e4e80410c602cbfbbf969b8c656227907b15e195496d638bfc77e21560e47b2,isolated_inductive,graphsage,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-0466a5bc21e367e955e41aed,scenario-fa5f47c1f82b36e961e0d1e8,d9bfa07501e0a262922f25df83dc9641f1f744103f53c812170d544eb7b7635c,transductive_structure,feature_mlp,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-589dd1d29aa85b219ed380c1,scenario-fa5f47c1f82b36e961e0d1e8,b2765caaa04b23236497a642edde6c7ff4efa3d812f59345d378170fd41cd7e7,transductive_structure,gcn,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-b31398e1c5db8984814d8366,scenario-fa5f47c1f82b36e961e0d1e8,d59b031a52eec333e00fa6811b41ecafb75611036e54498597fd142f0b18d9a6,transductive_structure,graphsage,10,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-e46b14d0fc468d393fa8ba9c,scenario-8f6bc8423e2023f191ec6ac1,7dcfe709dd044b65932327804556541b6dc1a6cab2d68ebb2cd6842d66dccec8,strict_inductive,feature_mlp,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-c4f399b72b03a5bfb80809e2,scenario-8f6bc8423e2023f191ec6ac1,7dbd3718c9680798ae3a179ef39b2b9fd59423fa1af71f26515894ba4562e649,strict_inductive,gcn,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-5a75e49619734ab5f14f308f,scenario-8f6bc8423e2023f191ec6ac1,2cefd1a6a18dcf9d93c43ac5d1cf8d5028037e704def3d280db2fae03d2d66c5,strict_inductive,graphsage,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-492370cb01ca7da09e672e0d,scenario-8f6bc8423e2023f191ec6ac1,16e17eec69eaa232e7f5439ec0cba60d3d2365b1ab4d0580e54b697b1fabfe18,isolated_inductive,feature_mlp,1,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-647829b51c225bd1e292b664,scenario-8f6bc8423e2023f191ec6ac1,ee029153ccd0bc11672eea2f662e6e9a107791bb66a92b8b669d0f379be8f1ce,isolated_inductive,gcn,1,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-f67c0e7ca82df0b008342231,scenario-8f6bc8423e2023f191ec6ac1,0aef2b2e82ceb2d0c5eebe81d8ce5e60981051072d72a511f65518d4ffaeab3f,isolated_inductive,graphsage,1,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-5a4b1ac722b5211d690a9462,scenario-8f6bc8423e2023f191ec6ac1,2087e7f0bd0480bcd4eee435ba6bae9b728c55de5734579733c7754b56e78b53,transductive_structure,feature_mlp,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-48f9505cd9c42bfa7f40cfb7,scenario-8f6bc8423e2023f191ec6ac1,38c595e72c208dcc367145c5383f5c68dfa25312e94e24b07d1baa9edb139bbc,transductive_structure,gcn,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-18c82a711959066334e2df13,scenario-8f6bc8423e2023f191ec6ac1,7b8c61c7fa23e685f90b267f7ea37187f20f420a5f33fccfeec062198ef06156,transductive_structure,graphsage,1,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-735fc9200f1bc9a1e691a8f9,scenario-2f1df10d50617845ee4bb99a,ea69dac0012c9481a31ef6f8dc512df9990143fc83e3d5f00ff0053a5cafd0fb,strict_inductive,feature_mlp,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-af07bd71a033449017c29ccb,scenario-2f1df10d50617845ee4bb99a,e02570a0d493d604704523c99c7e7d4a4b5b9802c2773b69b94bb5580a1c3e70,strict_inductive,gcn,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-809fae120e2be7163b0f9ec9,scenario-2f1df10d50617845ee4bb99a,649948f85d2a72ae2834e5741070085a3d8890c58ae236bb61ad357b74777c5d,strict_inductive,graphsage,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-85e0da8352d2bc0d93dc8168,scenario-2f1df10d50617845ee4bb99a,836c12477430d8fedb66454cf5f84257bb28b5705df62ea245e6c45005070268,isolated_inductive,feature_mlp,2,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-7150db64e2589be11908ab1b,scenario-2f1df10d50617845ee4bb99a,f8d4c65af1571a7197340c48c7a7b68abb14f322552a436dd4c57819a1e018fc,isolated_inductive,gcn,2,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-e9ebcbeb21332ad737e6493b,scenario-2f1df10d50617845ee4bb99a,7942161b606b38cad5c6684f3412d7169bef94000311037aad02c2c6ba3f0175,isolated_inductive,graphsage,2,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-1e70f547ef184ae457567447,scenario-2f1df10d50617845ee4bb99a,8aec4dba6e3bd27c5f77ae2e0580c5622c35e540946a6804f3c852e55dac8bbc,transductive_structure,feature_mlp,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-785611c99b3b4c1896737ff8,scenario-2f1df10d50617845ee4bb99a,ebf7b76ccb77a8d91fe3627a897cdc094a3fe2137bc534354a520cec601ba855,transductive_structure,gcn,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-1b7afb9c81af72322f5f4d36,scenario-2f1df10d50617845ee4bb99a,6b6e09d5a0208e50068bb14a20533623acb02239a3671fc6165fe5ec9c2f4a76,transductive_structure,graphsage,2,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-b4845f2b350b60b44eb5955b,scenario-b32e5f2cf6e2910548439f73,cb261392c80665327080dffe40feb95c8755e7b598042d512362540cf4738d04,strict_inductive,feature_mlp,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-62ad60482e6ac94a12ebe765,scenario-b32e5f2cf6e2910548439f73,9862792a2c3b130795585d5e2ab571ff0fae898332800fadf19fe2faa483f506,strict_inductive,gcn,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-c6b8b762caa5b4eb41f6cfa1,scenario-b32e5f2cf6e2910548439f73,13eea981784dde22252688c8c686658f7da132ae76f71b8d983a54fd68002637,strict_inductive,graphsage,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-6b8160e608db578f21308e10,scenario-b32e5f2cf6e2910548439f73,f95bb21b049e142f7d6730166d9ae53ea64b11c3a76ed2124da3b7113407cfa2,isolated_inductive,feature_mlp,3,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-74a93d21c2fb51a69cff0a16,scenario-b32e5f2cf6e2910548439f73,960fb930d657634e38cb91078ed64d107972340c874d2e287792f1a7a3732e6f,isolated_inductive,gcn,3,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-8f55719fc134056593f72c24,scenario-b32e5f2cf6e2910548439f73,7a08ffcd64d7582fe380616b1911635c90a7d9df60af400a7c453812d3792f7e,isolated_inductive,graphsage,3,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-056919f70b83f601ba175b33,scenario-b32e5f2cf6e2910548439f73,6fdef3ca0e6ecdde3f57f3e2b3cbf9ec975a0f1629a128d159d14560d417d0a0,transductive_structure,feature_mlp,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-e162d670396764bf6e0fbbda,scenario-b32e5f2cf6e2910548439f73,ff7e5e2c5900f5c260c209787181ee70c9878a5557d7e6cf2ac9587769c2ef05,transductive_structure,gcn,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-3b2e205d421ab794ee415240,scenario-b32e5f2cf6e2910548439f73,e9829f9239cbb8d827d55c3701493c2815562a70357e3cd208bebea664cac7fb,transductive_structure,graphsage,3,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-c2fc21875cd4371fee62e4c7,scenario-91f50c17209399f059f87cc5,8d7d67f9dd8cb9556ce3bfeabc9e654a342055d11d6558b195253916185bed0a,strict_inductive,feature_mlp,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-1c79cdcf9b61d7fa77432835,scenario-91f50c17209399f059f87cc5,66cd63ce5ed06c7afec540df7e29bf73d7c53f0b5db9fe906c058c9e57402d1f,strict_inductive,gcn,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-f70f3376ee2272fd0aa8151e,scenario-91f50c17209399f059f87cc5,55b209474dcceb89dc835323abbfc1ab201b5f5e159f3d1475be030fc95e7b3d,strict_inductive,graphsage,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-4e42cb16c153f526ab7e1f31,scenario-91f50c17209399f059f87cc5,64792b5062ada49f3b8b8e728db96160a75d43fb3b7b4935055e7df68b95f4dd,isolated_inductive,feature_mlp,4,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-404810fce215b5c0adc46825,scenario-91f50c17209399f059f87cc5,92bbf278a2912b0f8bb26525d0153e99ad1298e4227b4be8770825557158e124,isolated_inductive,gcn,4,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-f28b782c61fa8604790d533d,scenario-91f50c17209399f059f87cc5,530a58845e8bb3bea44f136ace941f014a43a81dcb879a88505fba898b002c45,isolated_inductive,graphsage,4,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-d81fc051d7fcd00c862481ee,scenario-91f50c17209399f059f87cc5,fac4857fc2700d65b4c8efef79306353a086e1092304cc9c48e0f8119bfac1ac,transductive_structure,feature_mlp,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-a6087a51824f39552dadf1d9,scenario-91f50c17209399f059f87cc5,c482efeae8a013e5b9f8d34c3ec83cad6f0e3593cfe736070d9dd63ff518b44f,transductive_structure,gcn,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-f79584d039637e2e977ae8ec,scenario-91f50c17209399f059f87cc5,ab27a47b0aec2e56be7cc2a06da5bd6df28d1c7cc3feb3363b2cbf92d410f2eb,transductive_structure,graphsage,4,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-e07ef0b03107182ec6ca4f05,scenario-73c6998f885889a0b3eca882,b76a0a629899e7e024469f79a5303ca819a6d748072ac5f3fdab0216ea11e35f,strict_inductive,feature_mlp,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-1bf73b1b1682746f2a821927,scenario-73c6998f885889a0b3eca882,2070f94c3c92ba3fbca7d7e37532ce7436b2132df7447925c47572625eb38fa3,strict_inductive,gcn,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-ed8d6ab49bf9a3072af966c1,scenario-73c6998f885889a0b3eca882,c59001e133e57f2afe72e3e95993393e9c204f41dce8871750b500984e1d8c3e,strict_inductive,graphsage,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-cd3076f6786d1d11c8fcdd4d,scenario-73c6998f885889a0b3eca882,7cc7513eaef30ea87190177bdf1b70ad196fb96544239b1d30ab28363fd06c7b,isolated_inductive,feature_mlp,5,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-04c633bcd56356c2d157c1ee,scenario-73c6998f885889a0b3eca882,fc8ebcab24e72c52e48fc0fc5040bf0913525e0211b12a5c848627a7c6a4fd30,isolated_inductive,gcn,5,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-9cf234e36a0b160b2a36930c,scenario-73c6998f885889a0b3eca882,9c6359637b832d135773cd2eb758bbd4629e7b2b24194bdc6fc8508b8c582ff5,isolated_inductive,graphsage,5,target,test,test,EVALUATION_ONLY_AFTER_FREEZE,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-b4ab56c71cab4b2a2e927a72,scenario-73c6998f885889a0b3eca882,a1875e4b7e3bbbc2c45a3672ccc21b075176ec3ebcb187050ae9a3a28cc60558,transductive_structure,feature_mlp,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-d7165928d9081623b53390f5,scenario-73c6998f885889a0b3eca882,4205813865ac445a9361d66739960bf450a16ae20aa5570d574ee1290d6bd566,transductive_structure,gcn,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-4c726873144fd7618d7187e5,scenario-73c6998f885889a0b3eca882,1bd4e09b477a893bbdf696e3590514874f005108cca6a2ef1af0ed18f45dd7cb,transductive_structure,graphsage,5,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-cb560d5a2431ba2b26462c40,scenario-6dd3b81a5ba9b1c350f300de,5f07e52e3369933ff796d4291649444b15bf4ef64792c46e0e6687afd83d1623,strict_inductive,feature_mlp,6,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
binding-048ad560d37a446efe6f6262,scenario-6dd3b81a5ba9b1c350f300de,25aecff71b6d2e5b00b1e9ce682a47f2d74400c64de7ae08995259bb88b117b3,strict_inductive,gcn,6,source,train;validation,validation,SOURCE_LABELS_ALLOWED,all_experts_available,UNKNOWN_UNTIL_OPERATIONAL_SPEC,MATERIALISABLE_FROM_VERIFIED_LOCAL_CACHE
